ID,GeneName,GeneID,UniProtID,STRING_ID
2776,EGFR,1956,P00533,9606.ENSP00000275493
2777,CDCA5,113130,,9606.ENSP00000275517
2778,IGFBP1,3484,,9606.ENSP00000275525
2779,CCT6A,908,,9606.ENSP00000275603
2780,SLC12A9,56996,,9606.ENSP00000275730
2781,GIGYF1,64599,,9606.ENSP00000275732
2782,STRA8,346673,,9606.ENSP00000275764
2783,EPHA1,2041,P21709,9606.ENSP00000275815
2784,TMEM47,83604,,9606.ENSP00000275954
2785,CDK16,5127,Q00536,9606.ENSP00000276052
2786,NDUFB11,54539,,9606.ENSP00000276062
2787,NONO,4841,,9606.ENSP00000276079
2788,HTR2C;Htr2c,3358,P08909;P28335,9606.ENSP00000276198
2789,UPF3B,65109,,9606.ENSP00000276201
2790,DOCK11,139818,,9606.ENSP00000276202
2791,GPR119,139760,,9606.ENSP00000276218
2792,CT55,54967,,9606.ENSP00000276241
2793,MFHAS1,9258,,9606.ENSP00000276282
2794,DLC1,10395,,9606.ENSP00000276297
2795,ATP6V1B2,526,P21281,9606.ENSP00000276390
2796,CHRNA6,8973,Q15825,9606.ENSP00000276410
2797,GNRH1,2796,P01148,9606.ENSP00000276414
2798,DOK2,9046,,9606.ENSP00000276420
2799,TNFRSF10B,8795,,9606.ENSP00000276431
2800,DOCK5,80005,,9606.ENSP00000276440
2801,STAR,6770,,9606.ENSP00000276449
2802,ST18,9705,,9606.ENSP00000276480
2803,GINS4,84296,,9606.ENSP00000276533
2804,DNAJC5B,85479,,9606.ENSP00000276570
2805,CRH,1392,,9606.ENSP00000276571
2806,MRPS28,28957,,9606.ENSP00000276585
2807,PRDM14,63978,,9606.ENSP00000276594
2808,TERF1,7013,,9606.ENSP00000276603
2809,DPYS,1807,,9606.ENSP00000276651
2810,LRP12,29967,,9606.ENSP00000276654
2811,RSPO2,340419,,9606.ENSP00000276659
2812,NDUFB9,4715,,9606.ENSP00000276689
2813,TATDN1,83940,,9606.ENSP00000276692
2814,UHRF2,115426,,9606.ENSP00000276893
2815,PLIN2,123,,9606.ENSP00000276914
2816,CDKN2B,1030,,9606.ENSP00000276925
2817,IFNA1,3439,,9606.ENSP00000276927
2818,IFNA13,3447,,9606.ENSP00000276927
2819,SIGMAR1,10280,Q99720,9606.ENSP00000277010
2820,NTRK2,4915,Q16620,9606.ENSP00000277120
2821,FAM120A,23196,,9606.ENSP00000277165
2822,ZNF462,58499,,9606.ENSP00000277225
2823,ASB6,140459,,9606.ENSP00000277458
2824,LCN9,392399,,9606.ENSP00000277526
2825,PROSER2,254427,,9606.ENSP00000277570
2826,USP6NL,9712,,9606.ENSP00000277575
2827,MINDY3,80013,,9606.ENSP00000277632
2828,NRBF2,29982,,9606.ENSP00000277746
2829,GLUD1,2746,P00367,9606.ENSP00000277865
